Name,Gender,Age,Salary,LocationId,Churned,AccountId,Tenure,Balance,NumProducts,HasCreditCard,IsActive,Geography_France,Geography_Germany,Geography_Spain,Geography_UK,Geography_USA
Robertson,1,45,170984.97,5,1,A15737832SID,0,139825.56,1,0,0,0,0,0,0,0
Palmerston,1,24,55859.27,4,0,A15681990SID,6,111769.14,2,1,0,0,0,0,1,0
Madukwe,1,37,4459.5,2,0,A15758050SID,4,119827.49379288737,2,1,0,1,0,0,0,0
Chinedum,1,30,102135.92,1,0,A15787848SID,9,113672.18,2,0,0,0,1,0,0,0
French,0,32,112771.95,1,0,A15713594SID,7,147256.86,1,1,0,0,1,0,0,0
Polyakov,1,45,32903.93,4,0,A15588186SID,7,107023.03,1,1,0,0,0,0,1,0
Clements,1,37,162260.93,4,0,A15786739SID,1,125529.55,1,1,1,0,0,0,1,0
Connor,0,41,87959.83,4,0,A15699467SID,0,119827.49379288737,1,0,0,0,0,0,1,0
Balashov,1,48,166476.95,1,1,A15680706SID,4,131834.8,1,1,0,0,1,0,0,0
Avdeeva,1,62,25438.87,6,0,A15645717SID,2,119827.49379288737,2,1,1,0,0,0,0,1
Chester,1,56,157230.06,4,1,A15748597SID,5,99529.7,1,0,1,0,0,0,1,0
Hung,1,35,197305.91,5,0,A15773709SID,0,119827.49379288737,2,0,1,0,0,0,0,0
Tu,1,27,44435.76,2,0,A15629787SID,10,107303.72,2,0,0,1,0,0,0,0
Thompson,1,33,181051.99,2,0,A15661007SID,0,72783.42,1,0,0,1,0,0,0,0
Jones,0,44,159069.37,4,0,A15686812SID,8,119827.49379288737,1,0,1,0,0,0,1,0
Li,0,35,155485.24,3,0,A15754113SID,0,119827.49379288737,2,1,1,0,0,1,0,0
Denisova,0,22,43852.05,5,0,A15749489SID,10,115743.6,1,0,0,0,0,0,0,0
Clogstoun,1,43,140071.57,2,0,A15574352SID,4,161256.53,1,1,1,1,0,0,0,0
Tan,1,27,49089.36,3,0,A15701281SID,8,119827.49379288737,2,1,1,0,0,1,0,0
Power,1,44,55893.37,3,0,A15811985SID,6,119827.49379288737,2,0,0,0,0,1,0,0
Harriman,1,31,192660.55,4,0,A15713505SID,1,119827.49379288737,2,0,1,0,0,0,1,0
Benson,0,40,137028.51,4,0,A15685653SID,3,162261.01,2,1,0,0,0,0,1,0
Thornton,1,39,34430.16,6,0,A15758831SID,3,74896.33,1,0,0,0,0,0,0,1
White,1,54,108409.17,2,1,A15618774SID,3,119827.49379288737,1,1,0,1,0,0,0,0
Mackenzie,1,35,145325.32,3,0,A15764448SID,0,144037.6,1,1,0,0,0,1,0,0
Kalinina,0,23,81425.61,3,0,A15611024SID,9,93522.2,1,0,1,0,0,1,0,0
Bennet,1,38,51553.43,3,0,A15738220SID,1,119827.49379288737,2,1,0,0,0,1,0,0
Hallahan,1,18,52795.15,2,0,A15805764SID,10,119827.49379288737,2,0,1,1,0,0,0,0
Martin,1,38,84270.09,4,0,A15580487SID,8,106922.92,2,0,1,0,0,0,1,0
Rivera,1,26,145011.62,1,0,A15675787SID,8,112972.57,1,1,0,0,1,0,0,0
Chiawuotu,0,35,66245.44,4,1,A15583580SID,1,123042.0,1,1,0,0,0,0,1,0
Sergeyev,0,33,36446.74,4,0,A15780654SID,3,100488.92,2,0,1,0,0,0,1,0
Christie,0,44,137136.29,3,0,A15695034SID,4,123322.15,1,1,0,0,0,1,0,0
Louis,1,32,117323.31,4,0,A15805671SID,0,119827.49379288737,1,0,1,0,0,0,1,0
Iqbal,1,42,74157.71,6,0,A15790658SID,8,68683.68,1,1,1,0,0,0,0,1
Marino,1,49,104253.56,2,0,A15578648SID,6,59532.18,1,1,0,1,0,0,0,0
Robertson,0,43,2748.72,5,0,A15734987SID,7,140260.36,2,1,0,0,0,0,0,0
Pai,1,50,195937.16,2,0,A15721740SID,7,88302.65,1,1,1,1,0,0,0,0
Barese,0,19,22101.86,1,0,A15641822SID,1,119827.49379288737,2,0,1,0,1,0,0,0
Chigolum,1,40,126535.92,5,0,A15765650SID,5,114655.58,1,0,0,0,0,0,0,0
Trouette,0,42,44692.63,5,1,A15788556SID,4,148283.94,1,1,1,0,0,0,0,0
Ugochukwu,0,38,112442.63,3,1,A15576550SID,1,119827.49379288737,1,1,0,0,0,1,0,0
Cribb,0,35,66331.01,6,0,A15622230SID,3,119827.49379288737,2,0,1,0,0,0,0,1
McIntyre,0,53,16657.68,6,1,A15653937SID,1,123916.67,1,1,0,0,0,0,0,1
Pickering,0,31,20081.3,5,0,A15743538SID,1,119827.49379288737,2,1,0,0,0,0,0,0
Fletcher,0,54,93820.49,4,1,A15591740SID,4,119827.49379288737,2,1,1,0,0,0,1,0
Uchenna,1,43,130795.52,1,0,A15650086SID,2,165896.0,2,1,0,0,1,0,0,0
Pisano,0,32,160129.99,5,0,A15718773SID,0,119827.49379288737,2,1,0,0,0,0,0,0
Corson,1,36,189969.91,2,0,A15615140SID,6,111168.97,1,1,1,1,0,0,0,0
Hooper,0,40,9712.52,4,1,A15644361SID,1,103549.24,1,0,0,0,0,0,1,0
He,0,32,196062.01,4,0,A15774536SID,6,119827.49379288737,2,0,0,0,0,0,1,0
Chidubem,1,30,125710.53,1,0,A15618661SID,6,103804.97,1,1,1,0,1,0,0,0
Schofield,1,45,23054.51,6,1,A15605020SID,2,165901.59,2,1,0,0,0,0,0,1
Liang,1,59,170679.74,1,0,A15762134SID,8,119152.1,2,1,1,0,1,0,0,0
Somadina,0,57,181258.76,5,0,A15685279SID,8,122950.31,1,1,1,0,0,0,0,0
McIntosh,0,51,22835.13,4,1,A15582849SID,1,119827.49379288737,1,1,1,0,0,0,1,0
Hinton,1,49,102397.22,2,1,A15655410SID,1,133384.66,1,1,0,1,0,0,0,0
Sal,1,32,115950.96,3,0,A15649129SID,9,119827.49379288737,2,1,0,0,0,1,0,0
De Luca,1,64,15876.52,4,0,A15702380SID,6,119827.49379288737,2,0,1,0,0,0,1,0
Bromby,0,37,117690.58,1,1,A15759067SID,7,158411.95,4,1,1,0,1,0,0,0
Chang,1,29,173792.77,6,0,A15683027SID,4,122028.65,2,1,1,0,0,0,0,1
Hunter,0,35,80992.8,3,0,A15597487SID,5,119827.49379288737,1,1,1,0,0,1,0,0
Sheppard,0,64,189398.18,4,1,A15763256SID,8,128751.65,2,1,0,0,0,0,1,0
Fan,1,54,56787.8,4,0,A15620111SID,8,133436.52,1,1,0,0,0,0,1,0
Muir,1,40,148309.98,5,0,A15623053SID,2,123177.01,1,1,0,0,0,0,0,0
Lai,0,59,179673.11,2,1,A15595592SID,2,119827.49379288737,1,1,0,1,0,0,0,0
Padovesi,0,37,138470.21,3,0,A15740072SID,2,120328.88,2,1,1,0,0,1,0,0
Kemp,0,39,163798.41,3,1,A15778005SID,1,130147.98,1,1,0,0,0,1,0,0
Greece,0,36,33693.78,3,0,A15583278SID,8,92716.96,1,1,1,0,0,1,0,0
Young,0,48,48545.1,3,0,A15601263SID,7,119827.49379288737,2,1,0,0,0,1,0,0
Chukwueloka,1,34,123427.98,5,0,A15709222SID,3,119827.49379288737,1,0,1,0,0,0,0,0
Woods,1,40,174183.44,1,0,A15713949SID,1,76914.21,1,1,0,0,1,0,0,0
Forbes,0,32,17938.0,5,0,A15717706SID,3,106045.92,2,1,1,0,0,0,0,0
Kang,1,34,90059.04,3,0,A15756071SID,1,103133.26,1,1,1,0,0,1,0,0
Nweke,1,38,137694.23,5,0,A15696564SID,0,145974.79,2,1,1,0,0,0,0,0
Ts'ui,0,36,65039.9,5,0,A15657637SID,3,119827.49379288737,3,1,0,0,0,0,0,0
Milano,0,49,162858.29,2,0,A15755863SID,1,119827.49379288737,2,0,1,1,0,0,0,0
Chao,0,38,35701.06,6,0,A15719858SID,9,119827.49379288737,2,1,1,0,0,0,0,1
Wan,1,39,18826.06,6,0,A15688876SID,9,119827.49379288737,2,1,1,0,0,0,0,1
Napolitani,0,31,130086.47,2,1,A15698528SID,3,119827.49379288737,1,1,1,1,0,0,0,0
Kovaleva,0,31,143360.56,1,0,A15770345SID,1,139183.06,1,0,1,0,1,0,0,0
Russell,1,19,159920.92,2,0,A15761506SID,5,119827.49379288737,2,1,0,1,0,0,0,0
Chiebuka,0,36,12099.67,6,0,A15716619SID,3,74974.89,1,1,1,0,0,0,0,1
Ellis,1,44,53087.98,6,0,A15788367SID,6,61691.45,1,1,1,0,0,0,0,1
Gordon,0,35,142839.82,1,0,A15709451SID,1,121952.75,2,1,1,0,1,0,0,0
Conway,0,35,178.19,3,0,A15640421SID,7,119827.49379288737,1,1,1,0,0,1,0,0
Buccho,1,35,105618.14,1,0,A15580068SID,5,119827.49379288737,2,1,1,0,1,0,0,0
Aksyonova,1,37,24734.25,1,0,A15677123SID,7,119827.49379288737,2,1,1,0,1,0,0,0
Batty,0,33,82245.67,3,0,A15619801SID,1,80107.83,2,0,1,0,0,1,0,0
Rowe,0,45,177695.67,4,0,A15582246SID,2,119827.49379288737,2,0,1,0,0,0,1,0
Pisani,1,40,107961.11,2,1,A15711843SID,1,147856.82,3,0,0,1,0,0,0,0
Onochie,1,36,55207.41,2,0,A15680046SID,8,119827.49379288737,2,1,0,1,0,0,0,0
Farmer,0,53,182633.63,5,1,A15804131SID,7,65407.16,2,0,0,0,0,0,0,0
Cameron,0,53,51587.04,1,0,A15722611SID,8,114233.18,1,1,1,0,1,0,0,0
Jennings,0,37,115403.31,1,0,A15729224SID,5,119827.49379288737,2,1,0,0,1,0,0,0
Eluemuno,0,53,186392.99,6,1,A15811588SID,7,187602.18,1,1,0,0,0,0,0,1
Swift,0,22,44374.44,4,0,A15702138SID,3,156834.34,1,0,0,0,0,0,1,0
Pisani,0,34,84033.35,2,0,A15749799SID,2,119827.49379288737,2,1,1,1,0,0,0,0
Nnonso,1,42,82276.62,4,0,A15752885SID,1,157498.9,1,1,1,0,0,0,1,0
Cameron,0,44,177528.92,6,0,A15674932SID,9,119827.49379288737,2,1,0,0,0,0,0,1
Stevens,1,41,56850.92,5,1,A15743828SID,2,119827.49379288737,1,1,1,0,0,0,0,0
Zito,1,34,47972.65,3,0,A15642022SID,8,119827.49379288737,1,0,0,0,0,1,0,0
Taylor,1,35,104982.39,6,0,A15746461SID,2,119827.49379288737,2,1,0,0,0,0,0,1
Ferrari,1,19,133535.29,5,0,A15809991SID,4,130274.22,1,1,1,0,0,0,0,0
Yeh,0,41,25571.37,5,0,A15787322SID,6,119827.49379288737,1,1,1,0,0,0,0,0
Gould,0,39,96075.55,4,0,A15575498SID,5,149379.66,2,1,0,0,0,0,1,0
Agafonova,1,29,81634.45,3,0,A15691387SID,9,119827.49379288737,1,1,1,0,0,1,0,0
Fowler,1,35,165008.97,4,0,A15765457SID,1,100829.94,1,1,1,0,0,0,1,0
Chidumaga,0,32,138191.81,6,0,A15666173SID,1,96408.98,1,1,1,0,0,0,0,1
Sabbatini,1,41,99136.49,2,0,A15627377SID,6,119827.49379288737,2,1,1,1,0,0,0,0
Johnson,1,52,63584.55,2,1,A15656683SID,1,119827.49379288737,1,0,0,1,0,0,0,0
Chapman,1,39,160532.88,5,0,A15679810SID,6,119827.49379288737,2,1,0,0,0,0,0,0
Birk,1,71,162683.06,6,0,A15606310SID,5,149105.08,1,0,1,0,0,0,0,1
Capon,1,39,134878.19,6,0,A15756871SID,3,119827.49379288737,1,1,0,0,0,0,0,1
Chidubem,1,41,134626.3,2,0,A15610002SID,5,119827.49379288737,2,1,1,1,0,0,0,0
Childs,0,34,175480.93,3,0,A15567802SID,2,119827.49379288737,2,1,0,0,0,1,0,0
Sun,1,41,174337.68,5,0,A15745452SID,1,90218.11,1,1,0,0,0,0,0,0
Lung,0,33,172524.51,3,0,A15617252SID,1,87347.7,1,1,0,0,0,1,0,0
Tao,1,28,25395.83,2,0,A15753248SID,2,119827.49379288737,2,0,0,1,0,0,0,0
Napolitano,0,33,184856.89,6,0,A15610755SID,0,137811.75,1,1,1,0,0,0,0,1
Davis,1,37,182624.93,1,0,A15662238SID,3,105563.0,1,1,0,0,1,0,0,0
Sagese,1,38,192505.62,4,0,A15799186SID,4,119827.49379288737,2,0,0,0,0,0,1,0
Hutchinson,0,26,112507.63,3,0,A15686941SID,7,119827.49379288737,2,1,0,0,0,1,0,0
Nelson,1,31,177295.92,5,0,A15601172SID,6,91125.75,1,1,0,0,0,0,0,0
Schiavone,1,39,12465.51,5,0,A15723858SID,3,119827.49379288737,2,0,1,0,0,0,0,0
Chienezie,1,39,36122.96,6,0,A15615896SID,8,119827.49379288737,2,1,0,0,0,0,0,1
Obioma,0,77,37836.64,5,0,A15737647SID,6,135120.56,1,1,0,0,0,0,0,0
Butusov,1,29,34747.43,3,0,A15582841SID,8,119827.49379288737,2,0,1,0,0,1,0,0
Pisano,1,28,131097.9,3,0,A15760090SID,7,119827.49379288737,2,1,1,0,0,1,0,0
Stetson,0,36,105280.55,4,0,A15588587SID,1,86837.95,1,1,1,0,0,0,1,0
Waring,1,26,149653.81,1,0,A15683157SID,4,100446.57,1,0,1,0,1,0,0,0
Fanucci,0,32,139390.99,1,0,A15694209SID,3,119827.49379288737,2,1,1,0,1,0,0,0
Thao,0,33,132436.71,2,0,A15655875SID,3,119827.49379288737,2,1,0,1,0,0,0,0
Murphy,0,32,179705.13,1,1,A15805704SID,2,119827.49379288737,4,0,1,0,1,0,0,0
McConnell,0,32,15796.66,1,0,A15744789SID,6,114512.59,1,1,0,0,1,0,0,0
Armfield,1,35,142754.71,5,0,A15799357SID,5,136364.46,1,0,0,0,0,0,0,0
Fanucci,1,31,2578.43,4,0,A15726153SID,5,106260.67,1,1,1,0,0,0,1,0
Panina,1,24,88992.05,2,0,A15713346SID,10,146126.75,1,1,1,1,0,0,0,0
Nixon,1,52,32936.44,1,1,A15665053SID,4,111284.53,1,0,1,0,1,0,0,0
Walker,0,42,39122.58,2,0,A15592379SID,9,121056.63,2,1,0,1,0,0,0,0
Chiemela,1,34,191092.62,2,0,A15692599SID,5,128270.56,1,1,0,1,0,0,0,0
Martel,1,30,129149.06,5,0,A15620758SID,4,119827.49379288737,2,1,0,0,0,0,0,0
Briggs,1,35,13218.6,3,0,A15637428SID,7,119827.49379288737,2,1,0,0,0,1,0,0
Iheatu,0,79,160589.18,2,0,A15808389SID,7,119827.49379288737,1,1,1,1,0,0,0,0
Jennings,1,32,179657.83,3,0,A15807003SID,10,191775.65,1,1,0,0,0,1,0,0
Ch'en,0,35,44335.54,2,1,A15702912SID,2,119827.49379288737,1,1,0,1,0,0,0,0
Kovalyov,1,34,29217.37,3,0,A15590623SID,4,85141.79,2,1,1,0,0,1,0,0
Yeh,1,26,43651.49,6,0,A15728078SID,10,126392.18,1,0,1,0,0,0,0,1
Chien,1,28,159654.0,6,0,A15708256SID,3,119827.49379288737,2,1,0,0,0,0,0,1
Brown,0,40,17992.94,4,0,A15582335SID,9,129860.37,1,0,0,0,0,0,1,0
Buddicom,0,53,141501.45,1,1,A15649150SID,5,127642.44,1,1,0,0,1,0,0,0
McGregor,0,35,93825.78,5,0,A15691647SID,2,119827.49379288737,2,1,1,0,0,0,0,0
Thompson,0,44,41852.24,4,1,A15668270SID,5,125584.17,2,1,1,0,0,0,1,0
Ross,1,56,97629.31,1,1,A15624820SID,7,50911.21,3,0,0,0,1,0,0,0
Ch'ang,1,29,37065.66,2,0,A15736254SID,2,91955.61,1,1,0,1,0,0,0,0
Warren,0,36,38614.69,1,0,A15720814SID,2,84266.44,2,0,0,0,1,0,0,0
Uspenskaya,0,36,87816.86,5,0,A15642997SID,2,147149.59,1,1,1,0,0,0,0,0
King,0,36,184866.86,3,0,A15693200SID,7,119827.49379288737,2,1,0,0,0,1,0,0
Trentini,0,23,160176.47,5,0,A15624596SID,5,104822.45,1,0,1,0,0,0,0,0
Konovalova,1,42,164357.1,1,0,A15807167SID,1,146766.72,2,0,1,0,1,0,0,0
Dellucci,1,70,17818.33,4,0,A15660301SID,6,148745.92,2,1,1,0,0,0,1,0
Goddard,1,27,142680.64,2,1,A15593094SID,9,119827.49379288737,1,1,0,1,0,0,0,0
Neumann,0,48,85081.09,2,0,A15618239SID,0,119827.49379288737,1,1,0,1,0,0,0,0
Ch'in,1,35,176450.19,1,0,A15574137SID,3,119827.49379288737,2,1,1,0,1,0,0,0
Walters,0,41,121967.88,3,0,A15614740SID,6,135203.81,2,1,1,0,0,1,0,0
Muravyova,1,23,127187.04,5,0,A15574071SID,2,93301.97,2,0,1,0,0,0,0,0
Barry,1,33,108313.34,5,0,A15671148SID,5,96341.0,2,0,0,0,0,0,0,0
Woolnough,1,44,57205.55,5,0,A15721921SID,8,165326.2,1,1,1,0,0,0,0,0
Keen,1,27,157891.86,4,0,A15717995SID,0,119827.49379288737,2,0,1,0,0,0,1,0
Liebe,0,41,86927.53,6,0,A15632050SID,10,99786.2,1,1,0,0,0,0,0,1
White,0,22,107753.07,4,0,A15647111SID,4,114440.24,1,1,1,0,0,0,1,0
Hunter,1,36,82158.14,3,0,A15759991SID,4,141573.55,1,1,0,0,0,1,0,0
Myers,0,22,29135.89,3,1,A15790204SID,9,119827.49379288737,1,1,0,0,0,1,0,0
Rogova,0,55,17095.49,1,0,A15686780SID,1,133676.65,1,0,1,0,1,0,0,0
Raff,0,33,100447.53,4,0,A15640491SID,10,147493.7,2,1,0,0,0,0,1,0
Cocci,1,54,83470.4,3,1,A15783225SID,9,119827.49379288737,1,1,0,0,0,1,0,0
Kanayochukwu,0,29,121846.81,6,0,A15734438SID,4,119827.49379288737,2,1,0,0,0,0,0,1
Obialo,0,37,129107.59,1,0,A15688760SID,3,95022.57,1,1,1,0,1,0,0,0
Liu,0,34,54726.43,3,0,A15768124SID,3,119827.49379288737,1,1,0,0,0,1,0,0
Gilbert,1,37,116141.72,4,0,A15661330SID,6,119827.49379288737,1,1,1,0,0,0,1,0
Coles,1,50,124872.42,3,1,A15781272SID,4,149713.61,3,1,1,0,0,1,0,0
Ponomaryov,0,43,186438.86,4,1,A15573888SID,1,107963.38,1,0,0,0,0,0,1,0
Bergamaschi,1,40,134281.11,3,0,A15575858SID,3,119827.49379288737,2,1,0,0,0,1,0,0
Guerin,1,32,91044.47,1,0,A15645937SID,3,119827.49379288737,1,1,0,0,1,0,0,0
Sinclair,1,37,74320.75,3,0,A15702337SID,7,119827.49379288737,2,1,1,0,0,1,0,0
Dominguez,1,43,9704.66,1,0,A15764537SID,8,119827.49379288737,2,1,0,0,1,0,0,0
Costa,0,33,128600.49,1,0,A15619616SID,9,102017.25,2,0,0,0,1,0,0,0
Wei,0,27,6468.24,3,0,A15585133SID,8,119827.49379288737,2,0,0,0,0,1,0,0
Mills,1,44,57898.58,6,0,A15573971SID,7,119827.49379288737,2,0,0,0,0,0,0,1
Pugh,1,29,192120.66,4,0,A15579433SID,8,96674.55,2,0,0,0,0,0,1,0
Price,0,44,164213.53,2,1,A15777045SID,3,81811.71,1,1,0,1,0,0,0,0
Wood,1,33,117547.76,4,0,A15611580SID,4,79281.61,1,1,0,0,0,0,1,0
Robertson,1,31,26149.25,5,0,A15614778SID,6,119827.49379288737,2,1,0,0,0,0,0,0
Sawtell,0,36,9181.66,1,0,A15771750SID,10,122314.39,1,1,0,0,1,0,0,0
Yuryeva,1,43,166588.76,6,0,A15593280SID,8,140733.74,1,1,1,0,0,0,0,1
Pisano,1,49,195053.58,1,1,A15569274SID,2,116933.11,1,1,0,0,1,0,0,0
Kharitonova,1,41,85787.31,3,0,A15654408SID,5,165445.04,2,1,0,0,0,1,0,0
Simmons,0,53,102428.51,6,0,A15657468SID,5,123805.03,1,1,0,0,0,0,0,1
Muramats,1,37,71175.94,2,0,A15614213SID,0,107548.94,1,1,0,1,0,0,0,0
Tang,1,49,166440.32,5,0,A15589869SID,9,111634.29,2,0,1,0,0,0,0,0
Peng,0,41,148848.76,2,1,A15693205SID,8,109153.96,3,1,1,1,0,0,0,0
Bevan,0,34,140286.69,3,0,A15797113SID,4,119827.49379288737,2,1,0,0,0,1,0,0
Zito,1,34,104220.5,3,0,A15676958SID,5,86055.17,2,1,1,0,0,1,0,0
Sokolov,0,51,70778.63,3,1,A15739592SID,10,98438.23,1,0,0,0,0,1,0,0
Teng,1,29,65868.28,3,0,A15656263SID,5,119827.49379288737,2,1,0,0,0,1,0,0
Amadi,0,32,171482.56,4,0,A15636872SID,8,144705.87,2,0,0,0,0,0,1,0
Davide,1,31,143204.41,1,0,A15589435SID,7,119827.49379288737,2,1,1,0,1,0,0,0
Parkes,1,41,28427.84,6,0,A15640464SID,5,91612.91,1,1,1,0,0,0,0,1
Mazzanti,1,40,78387.32,4,0,A15723851SID,2,119827.49379288737,1,1,0,0,0,0,1,0
Findlay,0,40,161076.92,4,0,A15722122SID,7,119827.49379288737,1,0,1,0,0,0,1,0
Hsu,0,32,54277.45,6,1,A15696852SID,9,192122.84,1,1,1,0,0,0,0,1
Chukwukadibia,1,41,137180.95,6,0,A15634936SID,7,179904.0,1,1,1,0,0,0,0,1
Baxter,1,59,21063.71,3,1,A15575935SID,0,178058.06,2,0,1,0,0,1,0,0
Kung,1,30,152210.81,6,0,A15634491SID,2,176166.56,2,1,1,0,0,0,0,1
Booth,1,42,88890.75,4,0,A15628530SID,3,156864.2,2,0,0,0,0,0,1,0
Evans,0,44,190534.76,2,0,A15678720SID,7,119827.49379288737,2,1,1,1,0,0,0,0
Kung,1,30,83090.35,5,0,A15627999SID,3,119827.49379288737,2,1,0,0,0,0,0,0
Tung,0,33,141426.78,4,0,A15571244SID,3,119827.49379288737,2,0,1,0,0,0,1,0
Yuan,1,34,51358.66,3,0,A15739931SID,2,161588.89,1,1,1,0,0,1,0,0
Jackson,1,48,88703.04,3,1,A15806256SID,2,109349.29,1,1,0,0,0,1,0,0
Ross,0,29,116696.77,4,0,A15787258SID,6,119827.49379288737,2,1,0,0,0,0,1,0
Yang,0,36,7156.09,2,0,A15706463SID,9,119827.49379288737,2,1,1,1,0,0,0,0
Yu,1,37,49161.12,4,1,A15691004SID,1,119827.49379288737,1,1,1,0,0,0,1,0
Onwumelu,1,60,126743.33,3,1,A15792228SID,0,152335.7,1,1,0,0,0,1,0,0
Gay,0,51,65390.46,1,1,A15733447SID,1,124662.54,1,1,1,0,1,0,0,0
Morrison,0,47,138835.91,2,0,A15679062SID,10,91522.04,2,1,1,1,0,0,0,0
Belov,1,45,36154.66,3,0,A15594409SID,1,119827.49379288737,2,1,1,0,0,1,0,0
Mao,0,39,59755.14,1,0,A15613816SID,6,62052.28,1,0,1,0,1,0,0,0
Walsh,1,32,125302.64,4,0,A15681991SID,7,107871.72,1,1,0,0,0,0,1,0
Bruno,0,36,94274.72,1,1,A15796074SID,2,99472.76,2,1,0,0,1,0,0,0
Gray,0,50,102260.16,5,0,A15625941SID,10,128039.01,1,1,1,0,0,0,0,0
Maurer,1,33,136028.97,5,0,A15615016SID,2,119827.49379288737,2,1,1,0,0,0,0,0
Chiang,0,33,110114.38,6,1,A15748414SID,8,114634.63,2,1,0,0,0,0,0,1
Cattaneo,1,26,100442.22,1,1,A15751203SID,5,56738.47,2,1,1,0,1,0,0,0
Grieve,1,34,193597.94,3,0,A15662658SID,2,90355.12,2,0,0,0,0,1,0,0
Lowell,1,36,1871.25,3,0,A15574868SID,5,115725.24,2,0,0,0,0,1,0,0
Trentino,1,58,42831.11,1,0,A15790282SID,3,114327.59,2,1,1,0,1,0,0,0
Sung,0,36,182156.86,3,0,A15762927SID,6,100762.64,1,1,0,0,0,1,0,0
Yen,0,40,151648.66,2,1,A15803456SID,9,119827.49379288737,1,0,0,1,0,0,0,0
Philipp,1,39,146738.83,2,0,A15771857SID,7,89039.9,2,1,1,1,0,0,0,0
Dynon,1,34,12148.2,3,0,A15700601SID,1,78829.53,1,1,1,0,0,1,0,0
Alexeyeva,1,30,118029.09,6,0,A15569670SID,6,112372.96,1,1,1,0,0,0,0,1
Hs?eh,1,81,50783.88,1,0,A15772341SID,6,122029.15,1,1,1,0,1,0,0,0
Ferri,0,29,129891.66,1,0,A15661548SID,0,157829.12,1,0,0,0,1,0,0,0
Hsu,0,31,9904.63,1,0,A15787597SID,1,108377.75,2,1,1,0,1,0,0,0
Bishop,0,54,63213.31,5,0,A15806913SID,2,95507.12,1,1,1,0,0,0,0,0
Toscani,1,43,137565.87,2,0,A15804862SID,6,127146.68,1,0,0,1,0,0,0,0
T'ao,1,24,17185.95,4,1,A15792986SID,1,133811.78,1,1,0,0,0,0,1,0
Philip,1,36,143783.46,2,0,A15625632SID,3,121092.47,2,0,1,1,0,0,0,0
Li Fonti,1,34,36823.28,6,0,A15727703SID,10,126979.75,1,0,0,0,0,0,0,1
Rene,1,37,154957.66,5,1,A15606273SID,5,144235.73,2,0,0,0,0,0,0,0
Daigle,0,38,31892.82,1,0,A15799652SID,0,152582.2,2,0,0,0,1,0,0,0
Joshua,1,43,191084.4,1,1,A15715047SID,9,172478.15,1,1,0,0,1,0,0,0
Simmons,1,36,179718.17,3,0,A15784687SID,1,126477.42,1,0,0,0,0,1,0,0
Jamieson,1,43,159823.16,6,0,A15615322SID,7,97473.87,2,1,1,0,0,0,0,1
Hou,1,53,114110.97,4,0,A15722072SID,5,138053.67,1,0,1,0,0,0,1,0
Cochran,0,31,60993.23,2,0,A15646784SID,2,164003.05,2,1,1,1,0,0,0,0
Bibb,0,47,66408.01,5,1,A15644692SID,8,119827.49379288737,1,1,1,0,0,0,0,0
Jen,0,62,136398.9,6,0,A15670354SID,6,119827.49379288737,2,1,1,0,0,0,0,1
Corran,0,39,140709.25,4,0,A15716357SID,4,122486.11,2,1,1,0,0,0,1,0
He,1,36,8555.73,5,0,A15786717SID,1,119827.49379288737,2,0,0,0,0,0,0,0
Loggia,0,45,115022.94,1,0,A15771383SID,6,53667.44,1,1,0,0,1,0,0,0
Lovely,1,20,187638.34,6,0,A15649793SID,7,119827.49379288737,2,0,0,0,0,0,0,1
Becker,1,58,3829.13,3,0,A15731543SID,9,109327.65,1,1,1,0,0,1,0,0
Plascencia,1,34,119357.93,6,0,A15684516SID,1,121151.05,1,0,0,0,0,0,0,1
Somadina,1,42,192175.52,2,0,A15677249SID,9,101043.63,1,1,1,1,0,0,0,0
Walker,1,33,128841.31,2,0,A15581525SID,3,83501.66,2,1,0,1,0,0,0,0
Alekseeva,1,33,150422.35,6,0,A15628420SID,2,80462.24,1,0,0,0,0,0,0,1
Watson,1,39,188187.05,1,0,A15600478SID,3,119827.49379288737,1,1,0,0,1,0,0,0
Zotov,1,37,1775.52,5,0,A15594502SID,6,109093.41,2,1,0,0,0,0,0,0
Williamson,0,46,85086.78,1,0,A15784361SID,5,140355.6,1,1,1,0,1,0,0,0
Carpenter,1,42,3797.79,5,0,A15767626SID,10,119827.49379288737,2,1,1,0,0,0,0,0
Cattaneo,1,45,150856.38,2,0,A15632521SID,0,130170.82,2,1,0,1,0,0,0,0
Gordon,0,42,90537.47,5,0,A15665088SID,2,119827.49379288737,2,0,1,0,0,0,0,0
Boni,1,40,166370.81,2,0,A15652084SID,0,109542.29,1,1,1,1,0,0,0,0
Lynch,0,41,178994.13,4,1,A15574761SID,3,33563.95,2,1,0,0,0,0,1,0
McCarthy,1,36,195681.43,3,0,A15729515SID,1,148795.17,2,1,1,0,0,1,0,0
Davies,1,64,53277.15,5,0,A15682070SID,9,119827.49379288737,2,1,1,0,0,0,0,0
Hargreaves,1,40,172490.78,4,1,A15743817SID,8,174126.75,3,1,0,0,0,0,1,0
Blackburn,1,41,11819.84,2,0,A15572158SID,3,119827.49379288737,1,0,0,1,0,0,0,0
K?,0,35,82900.25,3,0,A15584477SID,1,106405.03,1,1,1,0,0,1,0,0
Meng,1,38,82709.8,2,0,A15614893SID,2,119827.49379288737,1,1,1,1,0,0,0,0
